ts,source,cpu_pct,mem_rss_mb
1780772987,perfanalyzer,0.0,3.78
1780772989,perfanalyzer,0.0,3.78
1780772990,perfanalyzer,0.0,3.78
1780772991,perfanalyzer,0.0,3.78
1780772992,perfanalyzer,0.0,3.78
1780772993,perfanalyzer,0.87,3.78
1780772994,perfanalyzer,0.0,3.78
1780772995,perfanalyzer,0.0,3.78
1780772997,perfanalyzer,0.0,3.78
1780772998,perfanalyzer,0.0,3.78
1780772999,perfanalyzer,0.87,3.78
1780773000,perfanalyzer,0.0,3.78
1780773001,perfanalyzer,0.0,3.78
