workload,intensity,mode,replica,throughput,cpu_pct_avg
cpu_stress,2,no_sampler,1,899,0
cpu_stress,2,with_sampler,1,1264,98.73
cpu_stress,2,with_sampler,2,1215,98.55
cpu_stress,2,no_sampler,2,835,0
cpu_stress,2,no_sampler,3,861,0
cpu_stress,2,with_sampler,3,1223,98.89
cpu_stress,2,no_sampler,4,863,0
cpu_stress,2,with_sampler,4,1233,98.52
cpu_stress,2,no_sampler,5,848,0
cpu_stress,2,with_sampler,5,1212,98.64
cpu_stress,2,no_sampler,6,839,0
cpu_stress,2,with_sampler,6,1201,98.68
cpu_stress,2,no_sampler,7,846,0
cpu_stress,2,with_sampler,7,1252,98.63
cpu_stress,2,with_sampler,8,1211,98.68
cpu_stress,2,no_sampler,8,862,0
cpu_stress,2,with_sampler,9,1205,98.82
cpu_stress,2,no_sampler,9,836,0
cpu_stress,2,with_sampler,10,1238,98.77
cpu_stress,2,no_sampler,10,851,0
cpu_stress,2,no_sampler,11,834,0
cpu_stress,2,with_sampler,11,1251,98.70
cpu_stress,2,with_sampler,12,1275,98.61
cpu_stress,2,no_sampler,12,795,0
cpu_stress,2,with_sampler,13,1235,98.72
cpu_stress,2,no_sampler,13,860,0
cpu_stress,2,with_sampler,14,1221,98.59
cpu_stress,2,no_sampler,14,883,0
cpu_stress,2,no_sampler,15,866,0
cpu_stress,2,with_sampler,15,1188,98.36
cpu_stress,2,with_sampler,16,1174,98.49
cpu_stress,2,no_sampler,16,811,0
cpu_stress,2,with_sampler,17,1227,98.63
cpu_stress,2,no_sampler,17,886,0
cpu_stress,2,no_sampler,18,875,0
cpu_stress,2,with_sampler,18,1228,98.55
cpu_stress,2,no_sampler,19,852,0
cpu_stress,2,with_sampler,19,1189,98.65
cpu_stress,2,no_sampler,20,832,0
cpu_stress,2,with_sampler,20,1271,98.42
cpu_stress,2,with_sampler,21,1257,98.77
cpu_stress,2,no_sampler,21,853,0
cpu_stress,2,no_sampler,22,870,0
cpu_stress,2,with_sampler,22,1200,98.61
cpu_stress,2,no_sampler,23,816,0
cpu_stress,2,with_sampler,23,1140,98.95
cpu_stress,2,with_sampler,24,1279,98.89
cpu_stress,2,no_sampler,24,849,0
cpu_stress,2,no_sampler,25,875,0
cpu_stress,2,with_sampler,25,1252,98.64
cpu_stress,2,with_sampler,26,1039,98.64
cpu_stress,2,no_sampler,26,812,0
cpu_stress,2,with_sampler,27,1181,98.74
cpu_stress,2,no_sampler,27,822,0
cpu_stress,2,with_sampler,28,1188,98.84
cpu_stress,2,no_sampler,28,886,0
cpu_stress,2,no_sampler,29,839,0
cpu_stress,2,with_sampler,29,1058,98.79
cpu_stress,2,no_sampler,30,832,0
cpu_stress,2,with_sampler,30,1236,98.80
mem_stress,1,no_sampler,1,54,0
mem_stress,1,with_sampler,1,53,0
mem_stress,1,no_sampler,2,53,0
mem_stress,1,with_sampler,2,53,0
mem_stress,1,no_sampler,3,52,0
mem_stress,1,with_sampler,3,52,0
mem_stress,1,no_sampler,4,54,0
mem_stress,1,with_sampler,4,50,0
mem_stress,1,no_sampler,5,53,0
mem_stress,1,with_sampler,5,54,0
mem_stress,1,with_sampler,6,51,0
mem_stress,1,no_sampler,6,55,0
mem_stress,1,with_sampler,7,54,0
mem_stress,1,no_sampler,7,51,0
mem_stress,1,with_sampler,8,51,0
mem_stress,1,no_sampler,8,53,0
mem_stress,1,with_sampler,9,54,0
mem_stress,1,no_sampler,9,53,0
mem_stress,1,no_sampler,10,52,0
mem_stress,1,with_sampler,10,52,0
mem_stress,1,with_sampler,11,50,0
mem_stress,1,no_sampler,11,52,0
mem_stress,1,with_sampler,12,51,0
mem_stress,1,no_sampler,12,54,0
mem_stress,1,with_sampler,13,55,0
mem_stress,1,no_sampler,13,53,0
mem_stress,1,no_sampler,14,50,0
mem_stress,1,with_sampler,14,49,0
mem_stress,1,no_sampler,15,51,0
mem_stress,1,with_sampler,15,53,0
mem_stress,1,no_sampler,16,53,0
mem_stress,1,with_sampler,16,52,0
mem_stress,1,with_sampler,17,53,0
mem_stress,1,no_sampler,17,53,0
mem_stress,1,no_sampler,18,51,0
mem_stress,1,with_sampler,18,52,0
mem_stress,1,with_sampler,19,53,0
mem_stress,1,no_sampler,19,54,0
mem_stress,1,with_sampler,20,53,0
mem_stress,1,no_sampler,20,53,0
mem_stress,1,with_sampler,21,54,0
mem_stress,1,no_sampler,21,52,0
mem_stress,1,with_sampler,22,44,0
mem_stress,1,no_sampler,22,54,0
mem_stress,1,no_sampler,23,53,0
mem_stress,1,with_sampler,23,53,0
mem_stress,1,with_sampler,24,55,0
mem_stress,1,no_sampler,24,53,0
mem_stress,1,with_sampler,25,50,0
mem_stress,1,no_sampler,25,53,0
mem_stress,1,no_sampler,26,55,0
mem_stress,1,with_sampler,26,53,0
mem_stress,1,with_sampler,27,55,0
mem_stress,1,no_sampler,27,54,0
mem_stress,1,with_sampler,28,49,0
mem_stress,1,no_sampler,28,52,0
mem_stress,1,with_sampler,29,44,0
mem_stress,1,no_sampler,29,52,0
mem_stress,1,with_sampler,30,55,0
mem_stress,1,no_sampler,30,54,0
mem_stress,2,no_sampler,1,15,0
mem_stress,2,with_sampler,1,15,0
mem_stress,2,no_sampler,2,15,0
mem_stress,2,with_sampler,2,14,0
mem_stress,2,no_sampler,3,14,0
mem_stress,2,with_sampler,3,14,0
mem_stress,2,no_sampler,4,14,0
mem_stress,2,with_sampler,4,15,0
mem_stress,2,no_sampler,5,15,0
mem_stress,2,with_sampler,5,15,0
mem_stress,2,with_sampler,6,15,0
mem_stress,2,no_sampler,6,15,0
mem_stress,2,with_sampler,7,15,0
mem_stress,2,no_sampler,7,15,0
mem_stress,2,no_sampler,8,15,0
mem_stress,2,with_sampler,8,15,0
mem_stress,2,with_sampler,9,14,0
mem_stress,2,no_sampler,9,14,0
mem_stress,2,with_sampler,10,15,0
mem_stress,2,no_sampler,10,15,0
mem_stress,2,no_sampler,11,15,0
mem_stress,2,with_sampler,11,15,0
mem_stress,2,no_sampler,12,15,0
mem_stress,2,with_sampler,12,15,0
mem_stress,2,no_sampler,13,14,0
mem_stress,2,with_sampler,13,15,0
mem_stress,2,no_sampler,14,15,0
mem_stress,2,with_sampler,14,15,0
mem_stress,2,no_sampler,15,16,0
mem_stress,2,with_sampler,15,16,0
mem_stress,2,no_sampler,16,14,0
mem_stress,2,with_sampler,16,15,0
mem_stress,2,with_sampler,17,15,0
mem_stress,2,no_sampler,17,15,0
mem_stress,2,no_sampler,18,15,0
mem_stress,2,with_sampler,18,15,0
mem_stress,2,no_sampler,19,15,0
mem_stress,2,with_sampler,19,14,0
mem_stress,2,with_sampler,20,15,0
mem_stress,2,no_sampler,20,15,0
mem_stress,2,with_sampler,21,15,0
mem_stress,2,no_sampler,21,15,0
mem_stress,2,with_sampler,22,16,0
mem_stress,2,no_sampler,22,15,0
mem_stress,2,with_sampler,23,14,0
mem_stress,2,no_sampler,23,15,0
mem_stress,2,no_sampler,24,15,0
mem_stress,2,with_sampler,24,15,0
mem_stress,2,with_sampler,25,15,0
mem_stress,2,no_sampler,25,15,0
mem_stress,2,with_sampler,26,14,0
mem_stress,2,no_sampler,26,15,0
mem_stress,2,with_sampler,27,15,0
mem_stress,2,no_sampler,27,14,0
mem_stress,2,with_sampler,28,15,0
mem_stress,2,no_sampler,28,15,0
mem_stress,2,with_sampler,29,14,0
mem_stress,2,no_sampler,29,14,0
mem_stress,2,no_sampler,30,15,0
mem_stress,2,with_sampler,30,15,0
io_stress,1,with_sampler,1,39,0
io_stress,1,no_sampler,1,54,0
io_stress,1,with_sampler,2,36,0
io_stress,1,no_sampler,2,55,0
io_stress,1,no_sampler,3,54,0
io_stress,1,with_sampler,3,37,0
io_stress,1,no_sampler,4,58,0
io_stress,1,with_sampler,4,35,0
io_stress,1,with_sampler,5,34,0
io_stress,1,no_sampler,5,54,0
io_stress,1,no_sampler,6,47,0
io_stress,1,with_sampler,6,30,0
io_stress,1,with_sampler,7,36,0
io_stress,1,no_sampler,7,49,0
io_stress,1,no_sampler,8,52,0
io_stress,1,with_sampler,8,33,0
io_stress,1,with_sampler,9,34,0
io_stress,1,no_sampler,9,52,0
io_stress,1,no_sampler,10,54,0
io_stress,1,with_sampler,10,35,0
io_stress,1,no_sampler,11,41,0
io_stress,1,with_sampler,11,36,0
io_stress,1,with_sampler,12,36,0
io_stress,1,no_sampler,12,52,0
io_stress,1,with_sampler,13,36,0
io_stress,1,no_sampler,13,54,0
io_stress,1,no_sampler,14,52,0
io_stress,1,with_sampler,14,30,0
io_stress,1,with_sampler,15,37,0
io_stress,1,no_sampler,15,50,0
io_stress,1,no_sampler,16,52,0
io_stress,1,with_sampler,16,36,0
io_stress,1,no_sampler,17,49,0
io_stress,1,with_sampler,17,34,0
io_stress,1,with_sampler,18,33,0
io_stress,1,no_sampler,18,52,0
io_stress,1,with_sampler,19,35,0
io_stress,1,no_sampler,19,51,0
io_stress,1,with_sampler,20,35,0
io_stress,1,no_sampler,20,53,0
io_stress,1,with_sampler,21,36,0
io_stress,1,no_sampler,21,52,0
io_stress,1,with_sampler,22,37,0
io_stress,1,no_sampler,22,59,0
io_stress,1,no_sampler,23,48,0
io_stress,1,with_sampler,23,34,0
io_stress,1,with_sampler,24,36,0
io_stress,1,no_sampler,24,50,0
io_stress,1,with_sampler,25,34,0
io_stress,1,no_sampler,25,52,0
io_stress,1,with_sampler,26,36,0
io_stress,1,no_sampler,26,50,0
io_stress,1,no_sampler,27,53,0
io_stress,1,with_sampler,27,35,0
io_stress,1,with_sampler,28,31,0
io_stress,1,no_sampler,28,55,0
io_stress,1,no_sampler,29,53,0
io_stress,1,with_sampler,29,33,0
io_stress,1,with_sampler,30,36,0
io_stress,1,no_sampler,30,55,0
io_stress,2,with_sampler,1,8,0
io_stress,2,no_sampler,1,11,0
io_stress,2,no_sampler,2,11,0
io_stress,2,with_sampler,2,8,0
io_stress,2,with_sampler,3,8,0
io_stress,2,no_sampler,3,8,0
io_stress,2,with_sampler,4,8,0
io_stress,2,no_sampler,4,12,0
io_stress,2,no_sampler,5,8,0
io_stress,2,with_sampler,5,8,0
io_stress,2,with_sampler,6,9,0
io_stress,2,no_sampler,6,9,0
io_stress,2,no_sampler,7,14,0
io_stress,2,with_sampler,7,9,0
io_stress,2,with_sampler,8,10,0
io_stress,2,no_sampler,8,14,0
io_stress,2,with_sampler,9,9,0
io_stress,2,no_sampler,9,14,0
io_stress,2,with_sampler,10,10,0
io_stress,2,no_sampler,10,17,0
io_stress,2,no_sampler,11,13,0
io_stress,2,with_sampler,11,9,0
io_stress,2,no_sampler,12,15,0
io_stress,2,with_sampler,12,11,0
io_stress,2,with_sampler,13,9,0
io_stress,2,no_sampler,13,15,0
io_stress,2,no_sampler,14,13,0
io_stress,2,with_sampler,14,10,0
io_stress,2,with_sampler,15,8,0
io_stress,2,no_sampler,15,16,0
io_stress,2,no_sampler,16,15,0
io_stress,2,with_sampler,16,10,0
io_stress,2,no_sampler,17,15,0
io_stress,2,with_sampler,17,10,0
io_stress,2,with_sampler,18,9,0
io_stress,2,no_sampler,18,15,0
io_stress,2,with_sampler,19,10,0
io_stress,2,no_sampler,19,15,0
io_stress,2,no_sampler,20,14,0
io_stress,2,with_sampler,20,11,0
io_stress,2,with_sampler,21,10,0
io_stress,2,no_sampler,21,13,0
io_stress,2,no_sampler,22,14,0
io_stress,2,with_sampler,22,10,0
io_stress,2,no_sampler,23,16,0
io_stress,2,with_sampler,23,11,0
io_stress,2,no_sampler,24,17,0
io_stress,2,with_sampler,24,10,0
io_stress,2,with_sampler,25,10,0
io_stress,2,no_sampler,25,16,0
io_stress,2,no_sampler,26,15,0
io_stress,2,with_sampler,26,9,0
io_stress,2,with_sampler,27,10,0
io_stress,2,no_sampler,27,14,0
io_stress,2,with_sampler,28,1,0
io_stress,2,no_sampler,28,2,0
io_stress,2,with_sampler,29,2,0
io_stress,2,no_sampler,29,6,0
io_stress,2,with_sampler,30,5,0
io_stress,2,no_sampler,30,8,0
